Id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
1951,F,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10
264,M,0.27,0.2,0.08,0.1205,0.0465,0.027999999999999997,0.04,6
385,F,0.455,0.37,0.105,0.4925,0.21600000000000003,0.1245,0.135,9
2478,F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8
3409,I,0.395,0.31,0.095,0.313,0.131,0.07200000000000001,0.09300000000000001,7
2265,F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
3672,F,0.595,0.44,0.135,0.9640000000000001,0.5005,0.1715,0.2575,10
701,F,0.48,0.385,0.135,0.536,0.1895,0.142,0.17300000000000001,14
2,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
272,M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
2466,M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9
277,M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18
1327,M,0.565,0.39,0.125,0.7440000000000001,0.35200000000000004,0.13,0.1685,11
1646,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9
2200,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
4129,I,0.57,0.425,0.14,0.7655,0.331,0.14,0.24,10
3312,F,0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17
2730,I,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6
2027,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
3793,F,0.665,0.525,0.18,1.5785,0.6779999999999999,0.22899999999999998,0.456,14
3267,F,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
3702,F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11
1094,I,0.47,0.38,0.125,0.4845,0.21100000000000002,0.1075,0.142,6
1923,F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10
1759,F,0.74,0.565,0.205,2.119,0.9655,0.5185,0.48200000000000004,12
2682,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10
3916,F,0.52,0.41,0.16,0.7120000000000001,0.2845,0.153,0.225,10
1464,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9
964,I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8
2917,M,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10
179,M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
2125,M,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
2385,F,0.45,0.345,0.115,0.496,0.1905,0.11699999999999999,0.14,12
3920,M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8
2707,M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9
109,F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9
687,F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16
3313,M,0.4,0.31,0.11,0.314,0.138,0.057,0.1,11
1371,M,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10
999,F,0.595,0.47,0.155,1.121,0.4515,0.17800000000000002,0.155,11
4130,M,0.58,0.45,0.14,0.8240000000000001,0.3465,0.1765,0.263,10
488,M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11
2383,F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
1310,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
1287,I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,8
1390,F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
589,F,0.405,0.31,0.12,0.3095,0.138,0.057999999999999996,0.095,13
2123,F,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6
3662,I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8
1157,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9
3144,F,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,9
3860,F,0.55,0.465,0.15,1.082,0.3575,0.19399999999999998,0.19,14
1824,I,0.185,0.135,0.04,0.027000000000000003,0.0105,0.0055,0.009000000000000001,5
2263,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
1052,M,0.765,0.6,0.22,2.302,1.0070000000000001,0.509,0.6205,12
3439,I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8
1174,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
2210,M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
2408,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
1376,M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
1225,I,0.345,0.255,0.085,0.2005,0.105,0.037000000000000005,0.05,5
2722,I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7
3387,M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
2773,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11
2230,M,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
2124,M,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
4025,I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7
1122,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
880,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.39899999999999997,11
3704,M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
1757,F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
3585,M,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
2039,I,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027000000000000003,6
2530,F,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9
76,M,0.595,0.475,0.14,0.9440000000000001,0.3625,0.18899999999999997,0.315,9
3138,M,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,10
2255,M,0.51,0.395,0.145,0.6185,0.21600000000000003,0.1385,0.24,12
3714,F,0.725,0.56,0.185,1.7919999999999998,0.873,0.36700000000000005,0.435,11
2455,I,0.235,0.17,0.065,0.0625,0.023,0.013999999999999999,0.022000000000000002,6
3955,I,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
3391,M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13
3480,I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8
1697,M,0.63,0.485,0.165,1.2329999999999999,0.6565,0.2315,0.3035,10
1418,M,0.705,0.555,0.215,2.141,1.0465,0.38299999999999995,0.528,11
3932,F,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11
9,F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
3307,F,0.45,0.325,0.135,0.43799999999999994,0.1805,0.1165,0.11,9
3182,M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10
618,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044000000000000004,9
3773,F,0.575,0.46,0.15,0.927,0.33299999999999996,0.207,0.2985,9
1952,I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10
69,I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6
29,M,0.575,0.425,0.14,0.8635,0.39299999999999996,0.22699999999999998,0.2,11
3403,I,0.35,0.265,0.11,0.209,0.066,0.059000000000000004,0.075,9
1280,M,0.495,0.395,0.12,0.5529999999999999,0.22399999999999998,0.1375,0.16699999999999998,8
4063,F,0.63,0.515,0.16,1.3359999999999999,0.5529999999999999,0.3205,0.35,11
846,F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11
3810,I,0.525,0.4,0.125,0.5655,0.2435,0.11900000000000001,0.175,8
2947,M,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,10
300,F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
1358,I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
2049,I,0.445,0.32,0.12,0.37799999999999995,0.152,0.0825,0.12,8
2824,I,0.46,0.365,0.115,0.511,0.2365,0.11800000000000001,0.12300000000000001,7
2350,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000003,12
1283,I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
3489,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
3401,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
2063,M,0.525,0.385,0.1,0.5115,0.24600000000000002,0.1005,0.1455,8
158,F,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13
874,F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11
2630,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6
3411,I,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7
2420,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
3384,F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7
3169,M,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,10
2468,F,0.37,0.275,0.08,0.22699999999999998,0.09300000000000001,0.0625,0.07,8
1702,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9
2452,M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9
2096,M,0.5,0.39,0.145,0.6509999999999999,0.273,0.132,0.22,11
349,M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14
2030,M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
2755,F,0.525,0.415,0.15,0.7055,0.32899999999999996,0.147,0.19899999999999998,10
547,M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7
1778,F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8
2861,F,0.72,0.565,0.17,1.6130000000000002,0.723,0.3255,0.4945,12
228,F,0.58,0.465,0.165,1.1015,0.40399999999999997,0.2095,0.35,11
37,F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8
1615,I,0.55,0.425,0.15,0.7665,0.33899999999999997,0.17600000000000002,0.21,8
4141,F,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
3991,M,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9
2765,I,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11
235,I,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9
3565,F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
2513,F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8
3935,M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11
1223,I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6
137,M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9
3212,F,0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14
3655,M,0.53,0.41,0.125,0.769,0.34600000000000003,0.17300000000000001,0.215,9
353,M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9
446,M,0.565,0.435,0.185,0.9815,0.32899999999999996,0.136,0.39,13
2100,I,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
2327,M,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2,13
2201,F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25
832,I,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
856,M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,9
1914,M,0.595,0.455,0.15,0.8859999999999999,0.4315,0.201,0.223,10
3845,M,0.455,0.35,0.105,0.41600000000000004,0.1625,0.09699999999999999,0.145,11
2213,M,0.63,0.51,0.23,1.5390000000000001,0.5635,0.2815,0.57,17
1269,I,0.47,0.365,0.1,0.41100000000000003,0.175,0.0855,0.135,8
3529,I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054000000000000006,6
1014,F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9
3725,M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
3770,I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9
1266,I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9
3076,F,0.68,0.56,0.195,1.6640000000000001,0.58,0.3855,0.545,11
2359,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
1669,F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10
2301,F,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
3537,I,0.43,0.325,0.105,0.309,0.11900000000000001,0.08,0.098,6
3431,I,0.35,0.265,0.095,0.19899999999999998,0.073,0.049,0.06,5
3562,F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
2843,M,0.6,0.45,0.16,1.1420000000000001,0.539,0.225,0.307,10
2542,F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14
2866,I,0.32,0.205,0.08,0.18100000000000002,0.08800000000000001,0.034,0.0495,5
4029,I,0.435,0.335,0.11,0.33399999999999996,0.1355,0.0775,0.0965,7
2657,F,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9
53,F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10
2074,F,0.585,0.485,0.15,1.079,0.4145,0.2115,0.35600000000000004,11
3828,M,0.68,0.52,0.175,1.5430000000000001,0.7525,0.35100000000000003,0.374,11
1632,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
791,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
1877,I,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8
1317,I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
2602,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
1955,F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
3863,F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
657,F,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16
2142,I,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9
149,I,0.17,0.13,0.095,0.03,0.013000000000000001,0.008,0.01,4
3767,M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
2024,M,0.545,0.44,0.14,0.8395,0.35600000000000004,0.1905,0.2385,11
2698,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
332,I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
852,M,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10
1036,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
503,F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
320,I,0.265,0.21,0.06,0.0965,0.0425,0.022000000000000002,0.03,5
2540,F,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,13
3895,F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
1003,M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9
3757,I,0.52,0.41,0.14,0.6990000000000001,0.3395,0.129,0.1945,10
1311,I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11
954,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
1151,M,0.585,0.465,0.16,0.9555,0.4595,0.23600000000000002,0.265,7
3503,F,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11
601,F,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835,10
4074,I,0.52,0.4,0.14,0.622,0.278,0.1455,0.16899999999999998,8
98,M,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7
3461,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
1872,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
40,F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9
1912,I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10
2331,M,0.59,0.46,0.155,0.9059999999999999,0.327,0.1485,0.335,15
113,M,0.425,0.35,0.105,0.39299999999999996,0.13,0.063,0.165,9
934,I,0.45,0.355,0.105,0.4445,0.19699999999999998,0.09300000000000001,0.1335,8
454,F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14
3294,F,0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14
722,M,0.555,0.44,0.15,1.092,0.41600000000000004,0.212,0.4405,15
1108,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8
1732,M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12
2481,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
411,M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14
2057,I,0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8
2724,I,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8
122,F,0.515,0.425,0.14,0.7659999999999999,0.304,0.1725,0.255,14
2272,M,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,15
2357,M,0.585,0.455,0.125,1.0270000000000001,0.391,0.212,0.25,17
4095,F,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
1377,M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12
4088,M,0.6,0.47,0.13,1.0105,0.423,0.21899999999999997,0.298,9
396,F,0.5,0.395,0.14,0.7155,0.3165,0.17600000000000002,0.24,10
3162,M,0.64,0.49,0.14,1.194,0.4445,0.23800000000000002,0.375,15
1100,I,0.5,0.375,0.12,0.542,0.215,0.11599999999999999,0.17,9
2436,M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23
2126,F,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10
516,M,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9
702,F,0.445,0.33,0.105,0.4525,0.18,0.10300000000000001,0.12300000000000001,9
2087,M,0.72,0.585,0.22,1.9140000000000001,0.9155,0.44799999999999995,0.479,11
4057,F,0.69,0.535,0.185,1.8259999999999998,0.797,0.409,0.499,11
406,M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
1397,M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10
2604,F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10
3915,I,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
652,I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
3101,M,0.595,0.455,0.145,0.9420000000000001,0.43,0.182,0.27699999999999997,11
2525,M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9
2048,I,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9
1110,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
976,M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.18600000000000003,7
3070,F,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9
2543,F,0.7,0.525,0.19,1.6015,0.7070000000000001,0.365,0.43,10
3839,M,0.52,0.425,0.125,0.79,0.37200000000000005,0.205,0.19,8
3285,F,0.665,0.57,0.185,1.5219999999999998,0.6965,0.3025,0.405,13
529,M,0.385,0.3,0.095,0.24,0.0885,0.059000000000000004,0.085,9
161,F,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
1728,M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14
2315,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
2453,I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8
3809,F,0.52,0.375,0.135,0.5375,0.221,0.11699999999999999,0.17,8
1388,M,0.63,0.495,0.16,1.093,0.49700000000000005,0.221,0.315,12
3527,I,0.35,0.26,0.09,0.1765,0.07200000000000001,0.0355,0.0575,7
2554,I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7
2254,M,0.65,0.495,0.18,1.7930000000000001,0.8005,0.33899999999999997,0.53,14
1184,I,0.665,0.5,0.17,1.2975,0.6035,0.29100000000000004,0.3595,9
1555,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8
2285,I,0.42,0.33,0.1,0.35200000000000004,0.1635,0.08900000000000001,0.1,9
1373,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
2407,I,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395,12
711,M,0.375,0.3,0.1,0.2465,0.10400000000000001,0.0475,0.083,11
1939,F,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11
2620,F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10
2717,I,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6
564,F,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14
1698,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.32799999999999996,11
44,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
1515,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
3745,I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
2047,I,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
2588,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
3887,F,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
806,I,0.28,0.205,0.07,0.1015,0.040999999999999995,0.03,0.03,6
3989,F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
4090,M,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11
2112,M,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8
2597,F,0.6,0.46,0.15,1.235,0.6025,0.27399999999999997,0.29,8
1137,F,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
1856,I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11
425,M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13
579,F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,17
3206,I,0.295,0.215,0.075,0.11599999999999999,0.037000000000000005,0.0295,0.04,8
3536,I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8
3136,M,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11
2700,M,0.67,0.51,0.18,1.68,0.9259999999999999,0.2975,0.3935,13
4054,F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
600,I,0.535,0.42,0.145,0.9259999999999999,0.39799999999999996,0.1965,0.25,17
1422,M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12
2075,M,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
3691,M,0.645,0.51,0.19,1.4865,0.6445,0.29600000000000004,0.425,12
2526,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9
1038,M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
783,I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6
1268,I,0.465,0.34,0.11,0.34600000000000003,0.1425,0.073,0.113,11
3892,F,0.5,0.4,0.15,0.8085,0.273,0.11199999999999999,0.295,13
2708,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
1560,I,0.435,0.325,0.11,0.36700000000000005,0.1595,0.08,0.105,6
1535,I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6
778,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15
984,M,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10
2472,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14
3643,I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8
1916,M,0.6,0.46,0.17,1.1805,0.456,0.337,0.32899999999999996,11
745,F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
2823,I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7
2223,F,0.555,0.455,0.18,0.958,0.29600000000000004,0.195,0.39,14
1997,I,0.335,0.25,0.08,0.1695,0.0695,0.044000000000000004,0.0495,6
2372,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
1171,M,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.28600000000000003,8
1878,I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10
1299,I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.18899999999999997,9
3576,F,0.6,0.475,0.155,1.0590000000000002,0.441,0.19,0.39,11
847,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,10
3889,M,0.62,0.5,0.2,1.2209999999999999,0.4605,0.263,0.43,12
2948,F,0.635,0.5,0.19,1.29,0.593,0.3045,0.35200000000000004,8
3234,F,0.59,0.485,0.205,1.2315,0.4525,0.23800000000000002,0.42,13
1525,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
1451,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8
1712,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
82,F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16
1370,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
746,F,0.66,0.52,0.2,1.676,0.6729999999999999,0.4805,0.45,17
805,M,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7
2174,F,0.645,0.5,0.17,1.1845,0.4805,0.27399999999999997,0.355,13
995,M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9
3645,I,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9
141,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
1458,I,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7
862,M,0.6,0.475,0.175,1.3445,0.5489999999999999,0.2875,0.36,11
1791,M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10
1318,I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9
1708,M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14
3154,M,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7
3689,F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9
507,M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15
3167,M,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15
2270,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
3383,M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14
1855,I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,9
1196,F,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
1199,F,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
121,I,0.385,0.295,0.085,0.2535,0.10300000000000001,0.0575,0.085,7
2271,F,0.52,0.41,0.17,0.8705,0.3735,0.21899999999999997,0.25,14
4053,F,0.625,0.485,0.165,1.2255,0.5075,0.29600000000000004,0.36,10
3039,M,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
3688,I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
2591,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8
206,I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
3321,I,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11
2151,F,0.745,0.585,0.19,1.966,0.8435,0.43700000000000006,0.5855,18
3082,F,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11
1324,I,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11
3446,I,0.5,0.385,0.11,0.596,0.3015,0.10400000000000001,0.151,8
3087,I,0.425,0.31,0.095,0.3075,0.139,0.0745,0.09300000000000001,7
2735,I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8
3293,M,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13
269,F,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
972,F,0.525,0.415,0.14,0.7240000000000001,0.3475,0.17300000000000001,0.175,8
4113,I,0.56,0.42,0.14,0.8370000000000001,0.414,0.214,0.2,8
1355,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
850,F,0.55,0.45,0.15,0.875,0.36200000000000004,0.1755,0.2765,10
1462,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.14400000000000002,7
